County-State,County,Population,Median household income,State Code,State
"Livingston County, Michigan",Livingston County,184591,75204,MI,Michigan
"Luce County, Michigan",Luce County,6477,37088,MI,Michigan
"Mackinac County, Michigan",Mackinac County,11044,38434,MI,Michigan
"Macomb County, Michigan",Macomb County,854689,54582,MI,Michigan
"Manistee County, Michigan",Manistee County,24536,41395,MI,Michigan
"Marquette County, Michigan",Marquette County,67582,45409,MI,Michigan
"Mason County, Michigan",Mason County,28711,42024,MI,Michigan
"Mecosta County, Michigan",Mecosta County,43301,41889,MI,Michigan
"Menominee County, Michigan",Menominee County,23717,40373,MI,Michigan
"Midland County, Michigan",Midland County,83624,54059,MI,Michigan
"Missaukee County, Michigan",Missaukee County,14988,41098,MI,Michigan
"Monroe County, Michigan",Monroe County,150436,55653,MI,Michigan
"Montcalm County, Michigan",Montcalm County,63004,41584,MI,Michigan
"Montmorency County, Michigan",Montmorency County,9401,36250,MI,Michigan
"Muskegon County, Michigan",Muskegon County,171483,42829,MI,Michigan
"Newaygo County, Michigan",Newaygo County,48029,43693,MI,Michigan
"Oakland County, Michigan",Oakland County,1229503,67465,MI,Michigan
"Oceana County, Michigan",Oceana County,26229,41617,MI,Michigan
"Ogemaw County, Michigan",Ogemaw County,21222,36063,MI,Michigan
"Ontonagon County, Michigan",Ontonagon County,6298,34459,MI,Michigan
"Osceola County, Michigan",Osceola County,23234,38999,MI,Michigan
"Oscoda County, Michigan",Oscoda County,8444,33021,MI,Michigan
"Otsego County, Michigan",Otsego County,24141,48917,MI,Michigan
"Ottawa County, Michigan",Ottawa County,273136,58989,MI,Michigan
"Presque Isle County, Michigan",Presque Isle County,13037,41213,MI,Michigan
"Roscommon County, Michigan",Roscommon County,24068,35133,MI,Michigan
"Saginaw County, Michigan",Saginaw County,196479,43042,MI,Michigan
"St. Clair County, Michigan",St. Clair County,160429,49730,MI,Michigan
"St. Joseph County, Michigan",St. Joseph County,61022,44449,MI,Michigan
"Sanilac County, Michigan",Sanilac County,42014,41100,MI,Michigan
"Schoolcraft County, Michigan",Schoolcraft County,8288,34118,MI,Michigan
"Shiawassee County, Michigan",Shiawassee County,69113,48233,MI,Michigan
"Tuscola County, Michigan",Tuscola County,54420,43768,MI,Michigan
"Van Buren County, Michigan",Van Buren County,75351,46008,MI,Michigan
"Washtenaw County, Michigan",Washtenaw County,354092,61003,MI,Michigan
"Wayne County, Michigan",Wayne County,1778969,41210,MI,Michigan
"Wexford County, Michigan",Wexford County,32751,41534,MI,Michigan
"Aitkin County, Minnesota",Aitkin County,15839,42252,MN,Minnesota
"Anoka County, Minnesota",Anoka County,338764,70873,MN,Minnesota
"Becker County, Minnesota",Becker County,33138,52038,MN,Minnesota
"Beltrami County, Minnesota",Beltrami County,45434,44757,MN,Minnesota
"Benton County, Minnesota",Benton County,39221,52178,MN,Minnesota
"Big Stone County, Minnesota",Big Stone County,5134,47794,MN,Minnesota
"Blue Earth County, Minnesota",Blue Earth County,65125,50061,MN,Minnesota
"Brown County, Minnesota",Brown County,25391,52598,MN,Minnesota
"Carlton County, Minnesota",Carlton County,35443,53227,MN,Minnesota
"Carver County, Minnesota",Carver County,95715,86323,MN,Minnesota
"Cass County, Minnesota",Cass County,28519,46531,MN,Minnesota
"Chippewa County, Minnesota",Chippewa County,12154,50858,MN,Minnesota
"Chisago County, Minnesota",Chisago County,53834,71001,MN,Minnesota
"Clay County, Minnesota",Clay County,60879,57965,MN,Minnesota
"Clearwater County, Minnesota",Clearwater County,8752,43421,MN,Minnesota
"Cook County, Minnesota",Cook County,5194,52299,MN,Minnesota
"Cottonwood County, Minnesota",Cottonwood County,11632,46750,MN,Minnesota
"Crow Wing County, Minnesota",Crow Wing County,63048,49435,MN,Minnesota
"Dakota County, Minnesota",Dakota County,408456,75567,MN,Minnesota
"Dodge County, Minnesota",Dodge County,20290,68116,MN,Minnesota
"Douglas County, Minnesota",Douglas County,36620,54531,MN,Minnesota
"Faribault County, Minnesota",Faribault County,14230,47540,MN,Minnesota
"Fillmore County, Minnesota",Fillmore County,20843,51665,MN,Minnesota
"Freeborn County, Minnesota",Freeborn County,30897,47105,MN,Minnesota
"Goodhue County, Minnesota",Goodhue County,46377,57062,MN,Minnesota
"Grant County, Minnesota",Grant County,5961,50174,MN,Minnesota
"Hennepin County, Minnesota",Hennepin County,1197776,65834,MN,Minnesota
"Houston County, Minnesota",Houston County,18812,53809,MN,Minnesota
"Hubbard County, Minnesota",Hubbard County,20574,47486,MN,Minnesota
"Isanti County, Minnesota",Isanti County,38296,59865,MN,Minnesota
"Itasca County, Minnesota",Itasca County,45354,47761,MN,Minnesota
"Jackson County, Minnesota",Jackson County,10211,50574,MN,Minnesota
"Kanabec County, Minnesota",Kanabec County,16003,47384,MN,Minnesota
"Kandiyohi County, Minnesota",Kandiyohi County,42444,52632,MN,Minnesota
"Kittson County, Minnesota",Kittson County,4480,52326,MN,Minnesota
"Koochiching County, Minnesota",Koochiching County,13054,42919,MN,Minnesota
"Lac qui Parle County, Minnesota",Lac qui Parle County,7023,49903,MN,Minnesota
"Lake County, Minnesota",Lake County,10750,48417,MN,Minnesota
"Lake of the Woods County, Minnesota",Lake of the Woods County,3949,42263,MN,Minnesota
"Le Sueur County, Minnesota",Le Sueur County,27707,60632,MN,Minnesota
"Lincoln County, Minnesota",Lincoln County,5808,49575,MN,Minnesota
"Lyon County, Minnesota",Lyon County,25699,51600,MN,Minnesota
"McLeod County, Minnesota",McLeod County,36046,56128,MN,Minnesota
"Mahnomen County, Minnesota",Mahnomen County,5496,41118,MN,Minnesota
"Marshall County, Minnesota",Marshall County,9453,54092,MN,Minnesota
"Martin County, Minnesota",Martin County,20350,51391,MN,Minnesota
"Meeker County, Minnesota",Meeker County,23129,55042,MN,Minnesota
"Mille Lacs County, Minnesota",Mille Lacs County,25809,49094,MN,Minnesota
"Morrison County, Minnesota",Morrison County,32962,50049,MN,Minnesota
"Mower County, Minnesota",Mower County,39227,49427,MN,Minnesota
"Murray County, Minnesota",Murray County,8529,51983,MN,Minnesota
"Nicollet County, Minnesota",Nicollet County,33086,58640,MN,Minnesota
"Nobles County, Minnesota",Nobles County,21687,50625,MN,Minnesota
"Norman County, Minnesota",Norman County,6692,50377,MN,Minnesota
"Olmsted County, Minnesota",Olmsted County,148736,68023,MN,Minnesota
"Otter Tail County, Minnesota",Otter Tail County,57511,52365,MN,Minnesota
"Pennington County, Minnesota",Pennington County,14110,47127,MN,Minnesota
"Pine County, Minnesota",Pine County,29218,44549,MN,Minnesota
"Pipestone County, Minnesota",Pipestone County,9354,46990,MN,Minnesota
"Polk County, Minnesota",Polk County,31547,53326,MN,Minnesota
"Pope County, Minnesota",Pope County,10948,52785,MN,Minnesota
"Ramsey County, Minnesota",Ramsey County,527411,56104,MN,Minnesota
"Red Lake County, Minnesota",Red Lake County,4061,50332,MN,Minnesota
"Redwood County, Minnesota",Redwood County,15723,47211,MN,Minnesota
"Renville County, Minnesota",Renville County,15171,52149,MN,Minnesota
"Rice County, Minnesota",Rice County,64886,59598,MN,Minnesota
"Rock County, Minnesota",Rock County,9563,51496,MN,Minnesota
"Roseau County, Minnesota",Roseau County,15615,53199,MN,Minnesota
"St. Louis County, Minnesota",St. Louis County,200506,48331,MN,Minnesota
"Scott County, Minnesota",Scott County,137322,87794,MN,Minnesota
"Sherburne County, Minnesota",Sherburne County,90401,74170,MN,Minnesota
"Sibley County, Minnesota",Sibley County,15021,56990,MN,Minnesota
"Stearns County, Minnesota",Stearns County,152595,56336,MN,Minnesota
"Steele County, Minnesota",Steele County,36523,57858,MN,Minnesota
"Stevens County, Minnesota",Stevens County,9771,52302,MN,Minnesota
"Swift County, Minnesota",Swift County,9525,49035,MN,Minnesota
"Todd County, Minnesota",Todd County,24466,46414,MN,Minnesota
"Traverse County, Minnesota",Traverse County,3429,49186,MN,Minnesota
"Wabasha County, Minnesota",Wabasha County,21381,56510,MN,Minnesota
"Wadena County, Minnesota",Wadena County,13759,41906,MN,Minnesota
"Waseca County, Minnesota",Waseca County,19076,53564,MN,Minnesota
"Washington County, Minnesota",Washington County,246670,83706,MN,Minnesota
"Watonwan County, Minnesota",Watonwan County,11054,50604,MN,Minnesota
"Wilkin County, Minnesota",Wilkin County,6526,51476,MN,Minnesota
"Winona County, Minnesota",Winona County,51213,50547,MN,Minnesota
"Wright County, Minnesota",Wright County,128691,73557,MN,Minnesota
"Yellow Medicine County, Minnesota",Yellow Medicine County,10092,53041,MN,Minnesota
"Adams County, Mississippi",Adams County,31979,28869,MS,Mississippi
"Alcorn County, Mississippi",Alcorn County,37319,36163,MS,Mississippi
"Amite County, Mississippi",Amite County,12840,30704,MS,Mississippi
"Attala County, Mississippi",Attala County,19175,32886,MS,Mississippi
"Benton County, Mississippi",Benton County,8470,33141,MS,Mississippi
"Bolivar County, Mississippi",Bolivar County,33803,27585,MS,Mississippi
"Calhoun County, Mississippi",Calhoun County,14789,31098,MS,Mississippi
"Carroll County, Mississippi",Carroll County,10338,37289,MS,Mississippi
"Chickasaw County, Mississippi",Chickasaw County,17391,30926,MS,Mississippi
"Choctaw County, Mississippi",Choctaw County,8354,30692,MS,Mississippi
"Claiborne County, Mississippi",Claiborne County,9330,23259,MS,Mississippi
"Clarke County, Mississippi",Clarke County,16362,35993,MS,Mississippi
"Clay County, Mississippi",Clay County,20279,31669,MS,Mississippi
"Coahoma County, Mississippi",Coahoma County,25254,28851,MS,Mississippi
"Copiah County, Mississippi",Copiah County,28921,35130,MS,Mississippi
"Covington County, Mississippi",Covington County,19471,31631,MS,Mississippi
"DeSoto County, Mississippi",DeSoto County,168586,58278,MS,Mississippi
"Forrest County, Mississippi",Forrest County,76267,36416,MS,Mississippi
"Franklin County, Mississippi",Franklin County,7857,38170,MS,Mississippi
"George County, Mississippi",George County,23104,44258,MS,Mississippi
"Greene County, Mississippi",Greene County,14129,40176,MS,Mississippi
"Grenada County, Mississippi",Grenada County,21591,31779,MS,Mississippi
"Hancock County, Mississippi",Hancock County,45627,43355,MS,Mississippi
"Harrison County, Mississippi",Harrison County,196268,41722,MS,Mississippi
"Hinds County, Mississippi",Hinds County,245874,37324,MS,Mississippi
"Holmes County, Mississippi",Holmes County,18772,20732,MS,Mississippi
"Humphreys County, Mississippi",Humphreys County,8984,23216,MS,Mississippi
"Issaquena County, Mississippi",Issaquena County,1291,23491,MS,Mississippi
"Itawamba County, Mississippi",Itawamba County,23451,35004,MS,Mississippi
"Jackson County, Mississippi",Jackson County,140676,48406,MS,Mississippi
"Jasper County, Mississippi",Jasper County,16588,31578,MS,Mississippi
"Jefferson County, Mississippi",Jefferson County,7586,20743,MS,Mississippi
"Jefferson Davis County, Mississippi",Jefferson Davis County,11941,26279,MS,Mississippi
"Jones County, Mississippi",Jones County,68276,37143,MS,Mississippi
"Kemper County, Mississippi",Kemper County,10211,30056,MS,Mississippi
"Lafayette County, Mississippi",Lafayette County,51169,44643,MS,Mississippi
"Lamar County, Mississippi",Lamar County,58885,52035,MS,Mississippi
"Lauderdale County, Mississippi",Lauderdale County,79832,38132,MS,Mississippi
"Lawrence County, Mississippi",Lawrence County,12586,35634,MS,Mississippi
"Leake County, Mississippi",Leake County,23153,33452,MS,Mississippi
"Lee County, Mississippi",Lee County,85036,42784,MS,Mississippi
"Leflore County, Mississippi",Leflore County,31516,24233,MS,Mississippi
"Lincoln County, Mississippi",Lincoln County,34765,36473,MS,Mississippi
"Lowndes County, Mississippi",Lowndes County,59699,40239,MS,Mississippi
"Madison County, Mississippi",Madison County,100202,64376,MS,Mississippi
"Marion County, Mississippi",Marion County,26109,30668,MS,Mississippi
"Marshall County, Mississippi",Marshall County,36385,37419,MS,Mississippi
"Monroe County, Mississippi",Monroe County,36175,36783,MS,Mississippi
"Montgomery County, Mississippi",Montgomery County,10464,30146,MS,Mississippi
"Neshoba County, Mississippi",Neshoba County,29553,35645,MS,Mississippi
"Newton County, Mississippi",Newton County,21663,37045,MS,Mississippi
"Noxubee County, Mississippi",Noxubee County,11143,26677,MS,Mississippi
"Oktibbeha County, Mississippi",Oktibbeha County,49048,32485,MS,Mississippi
"Panola County, Mississippi",Panola County,34373,36555,MS,Mississippi
"Pearl River County, Mississippi",Pearl River County,55196,40976,MS,Mississippi
"Perry County, Mississippi",Perry County,12187,34045,MS,Mississippi
"Pike County, Mississippi",Pike County,40075,31677,MS,Mississippi
"Pontotoc County, Mississippi",Pontotoc County,30517,40645,MS,Mississippi
"Prentiss County, Mississippi",Prentiss County,25380,32945,MS,Mississippi
"Quitman County, Mississippi",Quitman County,7761,24583,MS,Mississippi
"Rankin County, Mississippi",Rankin County,146761,58801,MS,Mississippi
"Scott County, Mississippi",Scott County,28293,32935,MS,Mississippi
"Sharkey County, Mississippi",Sharkey County,4805,30525,MS,Mississippi
"Simpson County, Mississippi",Simpson County,27401,35375,MS,Mississippi
"Smith County, Mississippi",Smith County,16257,32951,MS,Mississippi
"Stone County, Mississippi",Stone County,17978,45025,MS,Mississippi
"Sunflower County, Mississippi",Sunflower County,27911,27384,MS,Mississippi
"Tallahatchie County, Mississippi",Tallahatchie County,14959,29731,MS,Mississippi
"Tate County, Mississippi",Tate County,28415,42880,MS,Mississippi
"Tippah County, Mississippi",Tippah County,22054,35609,MS,Mississippi
"Tishomingo County, Mississippi",Tishomingo County,19539,35143,MS,Mississippi
"Tunica County, Mississippi",Tunica County,10477,31211,MS,Mississippi
"Union County, Mississippi",Union County,27811,35865,MS,Mississippi
"Walthall County, Mississippi",Walthall County,14978,31384,MS,Mississippi
"Warren County, Mississippi",Warren County,48020,41121,MS,Mississippi
"Washington County, Mississippi",Washington County,49499,29144,MS,Mississippi
"Wayne County, Mississippi",Wayne County,20564,32557,MS,Mississippi
"Webster County, Mississippi",Webster County,9999,34448,MS,Mississippi
"Wilkinson County, Mississippi",Wilkinson County,9345,29931,MS,Mississippi
"Winston County, Mississippi",Winston County,18697,33202,MS,Mississippi
"Yalobusha County, Mississippi",Yalobusha County,12381,36502,MS,Mississippi
"Yazoo County, Mississippi",Yazoo County,27911,28961,MS,Mississippi
"Adair County, Missouri",Adair County,25560,37516,MO,Missouri
"Andrew County, Missouri",Andrew County,17328,55613,MO,Missouri
"Atchison County, Missouri",Atchison County,5440,43933,MO,Missouri
"Audrain County, Missouri",Audrain County,25783,41310,MO,Missouri
"Barry County, Missouri",Barry County,35726,39033,MO,Missouri
"Barton County, Missouri",Barton County,12166,37467,MO,Missouri
"Bates County, Missouri",Bates County,16643,41060,MO,Missouri
"Benton County, Missouri",Benton County,18854,33042,MO,Missouri
"Bollinger County, Missouri",Bollinger County,12356,39707,MO,Missouri
"Boone County, Missouri",Boone County,170770,49899,MO,Missouri
"Buchanan County, Missouri",Buchanan County,89561,46315,MO,Missouri
"Butler County, Missouri",Butler County,42951,35738,MO,Missouri
"Caldwell County, Missouri",Caldwell County,9083,43691,MO,Missouri
"Callaway County, Missouri",Callaway County,44566,47744,MO,Missouri
"Camden County, Missouri",Camden County,43927,44816,MO,Missouri
"Cape Girardeau County, Missouri",Cape Girardeau County,77606,46050,MO,Missouri
"Carroll County, Missouri",Carroll County,9096,42415,MO,Missouri
"Carter County, Missouri",Carter County,6284,33034,MO,Missouri
"Cass County, Missouri",Cass County,100781,61584,MO,Missouri
"Cedar County, Missouri",Cedar County,13892,31532,MO,Missouri
"Chariton County, Missouri",Chariton County,7650,40642,MO,Missouri
"Christian County, Missouri",Christian County,80904,53270,MO,Missouri
"Clark County, Missouri",Clark County,6919,43883,MO,Missouri
"Clay County, Missouri",Clay County,230361,62099,MO,Missouri
"Clinton County, Missouri",Clinton County,20498,54773,MO,Missouri
"Cole County, Missouri",Cole County,76533,53088,MO,Missouri
"Cooper County, Missouri",Cooper County,17593,44549,MO,Missouri
"Crawford County, Missouri",Crawford County,24660,36743,MO,Missouri
"Dade County, Missouri",Dade County,7618,37035,MO,Missouri
"Dallas County, Missouri",Dallas County,16564,38062,MO,Missouri
"Daviess County, Missouri",Daviess County,8277,41642,MO,Missouri
"DeKalb County, Missouri",DeKalb County,12782,41406,MO,Missouri
"Dent County, Missouri",Dent County,15612,36831,MO,Missouri
"Douglas County, Missouri",Douglas County,13516,30508,MO,Missouri
"Dunklin County, Missouri",Dunklin County,31562,31077,MO,Missouri
"Franklin County, Missouri",Franklin County,101828,48480,MO,Missouri
"Gasconade County, Missouri",Gasconade County,14948,42826,MO,Missouri
"Gentry County, Missouri",Gentry County,6785,41912,MO,Missouri
"Greene County, Missouri",Greene County,283206,41227,MO,Missouri
"Grundy County, Missouri",Grundy County,10256,37656,MO,Missouri
"Harrison County, Missouri",Harrison County,8722,39301,MO,Missouri
"Henry County, Missouri",Henry County,22034,42181,MO,Missouri
"Hickory County, Missouri",Hickory County,9335,32122,MO,Missouri
"Holt County, Missouri",Holt County,4615,42500,MO,Missouri
"Howard County, Missouri",Howard County,10182,44820,MO,Missouri
"Howell County, Missouri",Howell County,40326,32784,MO,Missouri
"Iron County, Missouri",Iron County,10322,36239,MO,Missouri
"Jackson County, Missouri",Jackson County,680905,46869,MO,Missouri
"Jasper County, Missouri",Jasper County,117184,41811,MO,Missouri
